Name	Label	Question	Type	Var
IV3R6C6	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R6C7	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C1	Total personal según nivel educativo Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C2	Total personal según nivel educativo Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C3	Total personal según nivel educativo Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C4	Total personal según nivel educativo Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C5	Total personal según nivel educativo Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C6	Total personal según nivel educativo Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV3R7C7	Total personal según nivel educativo Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d	num
IV4R1C1	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C2	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C3	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C4	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C5	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C6	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R1C7	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C1	Ciencias Naturales Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C2	Ciencias Naturales Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C3	Ciencias Naturales Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C4	Ciencias Naturales Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C5	Ciencias Naturales Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C6	Ciencias Naturales Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R2C7	Ciencias Naturales Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R3C1	Ciencias de la Salud Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R3C2	Ciencias de la Salud Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
IV4R3C3	Ciencias de la Salud Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d	num
