Name	Label	Question	Type
IV3R2C1PIII	Administración Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R2C2PIII	Administración Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R2C3PIII	Administración Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R2C4PIII	Administración Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV2R2C5PII	Administración Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2009	d
IV3R2C5PIII	Administración Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R2C6PIII	Administración Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R2C7PIII	Administración Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C1PIII	Mercadeo y Ventas Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C2PIII	Mercadeo y Ventas Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C3PIII	Mercadeo y Ventas Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C4PIII	Mercadeo y Ventas Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV2R3C5PII	Mercadeo y Ventas Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2009	d
IV3R3C5PIII	Mercadeo y Ventas Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C6PIII	Mercadeo y Ventas Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R3C7PIII	Mercadeo y Ventas Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C1PIII	Producción Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C2PIII	Producción Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C3PIII	Producción Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C4PIII	Producción Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV2R4C5PII	Producción y/o prestación de los servicios Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2009	d
IV3R4C5PIII	Producción Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C6PIII	Producción Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R4C7PIII	Producción Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C1PIII	Contable y Financiera Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C2PIII	Contable y Financiera Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C3PIII	Contable y Financiera Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C4PIII	Contable y Financiera Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV2R5C5PII	Contable y Financiera Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2009	d
IV3R5C5PIII	Contable y Financiera Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C6PIII	Contable y Financiera Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R5C7PIII	Contable y Financiera Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
IV3R6C1PIII	Investigación y desarrollo (Éste se desagrega a su vez en los siguientes cuatro items. No incluya consultores externos) Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnólogo, universitario, especialización, maestría, o doctorado; según el área funcional en la que laboraron en su empresa durante 2011	d
